,lm_id,name,abbrev
45501,LMPR0103700003,(+)-6(13)-Zizene,
45502,LMPR0103750004,(-)-1-Silphinene,
45503,LMPR0106220003,(+)-16-Gammaceren-3beta-ol,
45504,LMPK13030001,Thysanone,
45505,LMPR0102060014,(+)-cis-(R)-allethrin,
45506,LMPR0102060012,(+)-cis-allethrin,
45507,LMFA01170069,3-oxopimelic acid,FA 7:2;O3
45508,LMPR0104410003,elisabethatriene,
45509,LMST04030156,"7alpha,26-dihydroxy-5beta-cholestan-3-one",ST 27:1;O3
45510,LMST01120009,adonitoxigenin,ST 23:4;O6
45511,LMFA01030790,"3S,7,11-Trimethyl-6,10-dodecadienoic acid",FA 15:2
45512,LMPR0102060021,sabinol,
45513,LMST01010189,3beta-hydroxy-4alpha-methyl-5alpha-cholest-7-ene-4beta-carboxylic acid,ST 29:2;O3
45514,LMPR0102060020,(-)-cis-sabinol,
45515,LMST02010045,"16,17-Epiestriol",ST 18:3;O3
45516,LMST01010216,,
45517,LMST01010236,,ST 28:2;O
45518,LMPK12110072,,
45519,LMPK12110137,,
45520,LMPK12110063,,
45521,LMPK12110269,Isohemsleyanoside,
45522,LMPK12110307,Vitexin 4'-O-xyloside,
45523,LMPK12110396,Apigenin 7-Glucosyl-(1->2)-glucuronide-4'-glucuronide,
45524,LMPK12110319,Isovitexin 7-O-xyloside 2''-O-arabinoside,
45525,LMPK12110371,Apigenin 7-(6''-E-Caffeoylglucoside),
45526,LMPK12110471,6-C-beta-D-Xylopyranosylluteolin,
45527,LMPK12110538,Isoorientin 4'-O-glucoside,
45528,LMPK12110613,,
45529,LMPK12110728,6-Methylluteolin,
45530,LMPK12110741,Scoparin 6''-acetate,
45531,LMPK12110758,2''-O-alpha-L-Rhamnosyl-6-C-fucosyl-3'-methoxyluteoiin,
45532,LMPK12110751,Stellarin 2,
45533,LMPK12110848,Tricetin 3'-sulfate,
45534,LMPK12110865,Tricin 4'-glucoside,
45535,LMPK12110881,,
45536,LMPK12110697,Luteolin 7-(6''-p-coumarylglucoside),
45537,LMPK12110835,Tricetin 6-C-arabinoside-8-C-glucoside,
45538,LMPK12110854,"6,8-Di-C-arabinopyranosyltricin",
45539,LMPK12110951,,
45540,LMPK12110987,Fagovatin,
45541,LMPK12111044,Muxiangrin I,
45542,LMPK12111105,Scutellarein 5-glucuronide,
45543,LMPK12111083,Baicalein 6-glucuronide,
45544,LMPK12111244,,
45545,LMPK12111094,,
45546,LMPK12111276,,
45547,LMPK12111284,Agehoustin G,
45548,LMPK12111297,,
45549,LMPK12111204,"6-Hydroxyluteolin 6,4'-dimethyl ether 7-rutinoside",
45550,LMPK12111360,"Isoscutellarein 4'-methyl ether 8-(2'',4''-disulfatoglucuronide)",
45551,LMPK12111382,8-Hydroxyluteolin 4'-methyl ether 7-allosyl-(1->2)-glucoside,
45552,LMPK12111345,Isoscutellarein 7-(6'''-acetylallosyl-(1->2)-6''-acetylglucoside),
45553,LMPK12111490,,
45554,LMPK12111530,Artonol E,
45555,LMPK12111508,Dasytrichone,
45556,LMPK12111503,Agecorynin C,
45557,LMPK12111463,,
45558,LMPK12111564,Macaflavone I,
45559,LMPK12111670,"Kaempferol 3,5-digalactoside",
45560,LMPK12111687,Kaempferol 3-(2Gal-glucosylrobinobioside)-7-rhamnoside,
45561,LMPK12111722,Diphylloside C,
45562,LMPK12111683,Kaempferol 3-rhamnosyl-(1->2)-galactoside-7-rhamnoside,
45563,LMPK12111878,Kaempferol 3-rhamnosyl-(1->4)-rhamnoside-7-rhamnoside,
45564,LMPK12111871,Kaempferol 7-neohesperidoside,
45565,LMPK12111935,Astrasikokioside I,
45566,LMPK12111912,Kaempferol 3-xylosyl-(1->3)-rhamnosyl-(1->6)-galactoside,
45567,LMPK12112001,Kaempferol 8-C-sulfate,
45568,LMPK12112097,Quercetin 3-neohesperidoside,
45569,LMPK12112054,Quercetin 3-galactoside-7-rhamnoside,
45570,LMPK12112219,Quercetin 3- (6'''-p-coumarylglucosyl) (1->2) -rhamnoside,
45571,LMPK12112056,Quercetin 3-rhamninoside,
45572,LMPK12112041,Hyperin,
45573,LMPK12112287,Broussoflavonol C,
45574,LMPK12112274,Quercetin 3-rhamnosyl-(1->6)-[rhamnosyl-(1->2)-(3''-(E)-p-coumaroylgalactoside)]-7-rhamnoside,
45575,LMPK12112244,Quercetin 3-rhamnosyl-(1->2)-alpha-L-arabinopyranoside-7-glucoside,
45576,LMPK12112289,Broussonol E,
45577,LMPK12112527,5-O-Methyloxyayanin-A,
45578,LMPK12112472,Laricitrin 3-rutinoside,
45579,LMPK12112539,Kaempferol 5-methyl ether,
45580,LMPK12112587,Isoanhydroicaritin,
45581,LMPK12112625,Rhamnetin 3-O-sulfate,
45582,LMPK12112531,,
45583,LMPK12112515,Kushenol G,
45584,LMPK12112651,Isorhynchospermin,
45585,LMPK12112786,"Myricetin 3,4'-dimethyl ether 7-rhamnoside-3'-xyloside",
45586,LMPK12112826,6-Methoxykaempferol 3-(6''-acetylglucoside),
45587,LMPK12112845,"6-Methoxykaempferol 3,7-bis(3-acetylrhamnoside)",
45588,LMPK12112673,Kaempferol 3-methyl ether 7-glucuronide,
45589,LMPK12113011,Bonanzin,
45590,LMPK12113168,Pollenitin 8-butyrate,
45591,LMPK12113220,Gossypetin 8-glucoside-3-sulfate,
45592,LMPK12113318,Limocitrol 3-alpha-L-arabinopyranosyl-(1->3)-galactoside,
45593,LMPK12113248,"Gossypetin 3,7,8,4'-tetramethyl ether",
45594,LMPK12010069,,
45595,LMPK12020012,Shanciol,
45596,LMPK12010070,,
45597,LMPK12010019,,
45598,LMPK12113392,Mopanin,
45599,LMPK12020139,"Epicatechin 5,3'-dimethyl ether",
45600,LMPK12050006,Puerarin 6''-acetate,
45601,LMPK12020046,Catechin 7-O-beta-D-xyloside,
45602,LMPK12113333,Limocitrol,
45603,LMPK12020229,(+)-Myristinin A,
45604,LMPK12020249,Auriculoside,
45605,LMPK12020069,Epicatechin 5-O-beta-D-glucopyranoside-3-benzoate,
45606,LMFA05000096,hentriacontan-1-ol,FOH 31:0
45607,LMPK12050024,Formononetin 7-O-apiosyl-(1->2)-glucoside,
45608,LMPK12050062,Baptigenin,
45609,LMPK12050077,Ferrugone,
45610,LMPK12050195,Hydroxywighteone,
45611,LMPK12050281,Lunatone,
45612,LMPK12050298,Barpisoflavone B,
45613,LMPK12050252,5-Hydroxypseudobaptigenin,
45614,LMPK12050436,,
45615,LMPK12050496,Lespedeol B,
45616,LMPK12050372,Tectoridin,
45617,LMPK12070097,Edulenanol,
45618,LMPK12070132,6a-Hydroxyisomedicarpin,
45619,LMPK12070139,6-Methoxypterocarpin,
45620,LMPK12070033,(-)-Maackiain 3-O-glucoside,
45621,LMPK12060055,,
45622,LMFA01170085,2-octenedioic acid,FA 8:2;O2
45623,LMPK12070147,Anhydrotuberosin,
45624,LMFA01050394,"3-Hydroxy-2-methyl-[S-(R,R)]-butanoic acid",FA 5:0;O
45625,LMPK12060024,Sumatrol,
45626,LMPK12090032,Lucernol,
45627,LMPK12060078,Stemonacetal,
45628,LMFA01030804,tetracosahexaenoic acid,FA 24:6
45629,LMFA04000050,Adrenic acid,FA 22:4
45630,LMFA01170092,3-hydroxy-sebacic acid,FA 10:1;O3
45631,LMPK12090048,,
45632,LMPK12160016,Neofolin,
45633,LMPK12110292,Saponarin,
45634,LMPK12100059,,
45635,LMPK12160018,Glycycoumarin,
45636,LMPK12010161,,
45637,LMPK12010147,,
45638,LMPK12010105,,
45639,LMPK12010247,Alatanin 2,
45640,LMPK12010310,,
45641,LMPK12010285,,
45642,LMPK12010229,,
45643,LMPK12010202,,
45644,LMPK12010289,Bisdeacylplatyconin,
45645,LMPK12010234,,
45646,LMPK12010329,Ternatin C1,
45647,LMPK12010375,,
45648,LMPK12010379,,
45649,LMPK12010419,,
45650,LMPK12110762,Isoscoparin 4'-O-glucoside,
45651,LMSP0502AI01,type IV H(d18:1/16:0),Hex(4)-HexNAc-Fuc-Cer 34:1;O2
45652,LMSP0502AL08,,Hex(4)-Cer 44:2;O2
45653,LMSP0502AM03,,Hex(5)-Cer 38:1;O2
45654,LMSP0502AO01,,Hex(4)-Cer 34:1;O2
45655,LMSP0502AR03,,Hex(6)-HexNAc-Cer 38:1;O2
45656,LMSP0502AH02,globo-Lex-9(d18:1/18:0),Hex(5)-HexNAc(2)-Fuc-Cer 36:1;O2
45657,LMSP0502BB06,,Hex(3)-HexNAc(3)-Cer 44:1;O2
45658,LMSP0502BC08,,Hex(3)-HexNAc(2)-Cer 44:2;O2
45659,LMSP0502BE07,,Hex(4)-HexNAc(2)-Cer 42:2;O2
45660,LMSP0502BF03,,Hex(5)-HexNAc-Cer 38:1;O2
45661,LMSP0502BI03,,Hex(4)-HexNAc(2)-Fuc-Cer 38:1;O2
45662,LMSP0503AJ01,,Hex(4)-HexNAc-Cer 34:1;O2
45663,LMSP0503AK05,,Hex(4)-HexNAc-Fuc-Cer 42:1;O2
45664,LMSP0503AN02,,Hex(2)-HexNAc(2)-Cer 36:1;O2
45665,LMSP0503AN07,,Hex(2)-HexNAc(2)-Cer 42:2;O2
45666,LMSP0504AE01,type I B antigen(d18:1/16:0),Hex(4)-HexNAc-Fuc-Cer 34:1;O2
45667,LMSP0504AF05,type I A antigen(d18:1/24:0),Hex(3)-HexNAc(2)-Fuc-Cer 42:1;O2
45668,LMSP0504AN04,,Hex(4)-HexNAc(2)-Fuc-Cer 40:1;O2
45669,LMSP0504AX01,,Hex(4)-HexNAc(3)-Fuc-Cer 34:1;O2
45670,LMSP0504BF04,,Hex(4)-HexNAc(4)-Fuc-Cer 40:1;O2
45671,LMSP0504BF05,,Hex(4)-HexNAc(4)-Fuc-Cer 42:1;O2
45672,LMSP0504BK01,,Hex(5)-HexNAc(5)-Cer 34:1;O2
45673,LMSP0505CL01,,Hex(5)-HexNAc(3)-Fuc-Cer 34:1;O2
45674,LMSP0505CS05,,Hex(5)-HexNAc(3)-Fuc-Cer 42:1;O2
45675,LMSP0505CS08,,Hex(5)-HexNAc(3)-Fuc-Cer 44:2;O2
45676,LMSP0505AF04,type II A antigen(d18:1/22:0),Hex(3)-HexNAc(2)-Fuc-Cer 40:1;O2
45677,LMSP0505AH03,,Hex(4)-HexNAc(2)-Fuc-Cer 38:1;O2
45678,LMFA01050386,2-deoxy-ribonic acid,FA 5:0;O3
45679,LMSP0506AV01,,
45680,LMSP0505AM02,type II H antigen(d18:1/18:0),Hex(4)-HexNAc(2)-Fuc-Cer 36:1;O2
45681,LMSP0505AP02,I antigen(d18:1/18:0),Hex(5)-HexNAc(3)-Cer 36:1;O2
45682,LMSP0505AT02,,Hex(7)-HexNAc(3)-Fuc(2)-Cer 36:1;O2
45683,LMSP0505AW07,,Hex(5)-HexNAc(3)-Fuc-Cer 42:2;O2
45684,LMSP0505BE06,,Hex(5)-HexNAc(3)-Cer 44:1;O2
45685,LMSP0505BG05,,Hex(4)-HexNAc(2)-Cer 42:1;O2
45686,LMSP0505BL02,,Hex(5)-HexNAc(2)-Cer 36:1;O2
45687,LMSP0505BL04,,Hex(5)-HexNAc(2)-Cer 40:1;O2
45688,LMSP0505BW03,,Hex(6)-HexNAc(4)-Cer 38:1;O2
45689,LMSP0505CA04,,Hex(9)-HexNAc(5)-Cer 40:1;O2
45690,LMSP0505CB05,IV3Gala -nLc4Cer(d18:1/24:0),Hex(4)-HexNAc(2)-Cer 42:1;O2
45691,LMSP0505CF07,,Hex(4)-HexNAc(2)-Cer 42:2;O2
45692,LMSP0505EE08,,Hex(5)-HexNAc(4)-Fuc-Cer 44:2;O2
45693,LMSP0506AA05,,Hex(3)-Fuc-Cer 42:1;O2
45694,LMSP0601AX03,GP1c(d18:1/20:0),Hex(3)-HexNAc-NeuAc(5)-Cer 38:1;O2
45695,LMSP0601BQ01,,Hex(4)-HexNAc(2)-NeuGc(2)-Cer 34:1;O2
45696,LMSP0601AU01,GQ1c(d18:1/16:0),Hex(3)-HexNAc-NeuAc(4)-Cer 34:1;O2
45697,LMSP0506AK04,,Hex(4)-HexNAc(2)-Cer 40:1;O2
45698,LMSP0506AK07,,Hex(4)-HexNAc(2)-Cer 42:2;O2
45699,LMSP0601BW02,GT1b(d18:1/18:0),Hex(3)-HexNAc-NeuAc(2)-NeuGc-Cer 36:1;O2
45700,LMSP0601AD04,,Hex(4)-HexNAc-NeuAc(2)-Cer 40:1;O2
45701,LMSP0601AM07,GM2(d18:1/24:1(15Z)),Hex(2)-HexNAc-NeuAc-Cer 42:2;O2
45702,LMSP0601CI02,,Hex(2)-HexNAc-NeuGc-Cer 36:1;O2
45703,LMSP0601CN05,,Hex(3)-HexNAc-Fuc-NeuGc-Cer 42:1;O2
45704,LMSP0601BE08,GD1aa(d18:1/26:1(17Z)),Hex(3)-HexNAc-NeuAc(2)-Cer 44:2;O2
45705,LMSP0601BI02,Fuc-GD1b(d18:1/18:0),Hex(3)-HexNAc-Fuc-NeuAc(2)-Cer 36:1;O2
45706,LMSP0601BT06,,Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 44:1;O2
45707,LMSP0601BU06,,Hex(4)-HexNAc(2)-NeuAc-Cer 44:1;O2
45708,LMSP0601CD02,"(KDN,Neu5Ac)GD1a 2(d18:1/18:0)",Hex(3)-HexNAc-NeuAc-KDN-Cer 36:1;O2
45709,LMSP0601CZ06,,Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 44:1;O2
45710,LMSP0601DL01,sialyl-Lea(d18:1/16:0),Hex(3)-HexNAc-Fuc-NeuAc-Cer 34:1;O2
45711,LMSP0501AA37,GlcCer(d18:2/22:0),HexCer 40:2;O2
45712,LMSP0601DQ04,,Hex(3)-HexNAc(3)-NeuAc-Cer 40:1;O2
45713,LMSP0601DS08,,Hex(3)-HexNAc-Fuc-NeuAc-Cer 44:2;O2
45714,LMSP0601DY04,sialyl(2-6)lactotetraosylceramide(d18:1/22:0),Hex(3)-HexNAc-NeuAc-Cer 40:1;O2
45715,LMSP0601EA07,disialyl Lea(d18:1/24:1(15Z)),Hex(3)-HexNAc-Fuc-NeuAc(2)-Cer 42:2;O2
45716,LMSP0601DH01,,Hex(2)-KDN-Cer 34:1;O2
45717,LMSP0601EE05,sialyl-Lex(d18:1/24:0),Hex(3)-HexNAc-Fuc-NeuAc-Cer 42:1;O2
45718,LMSP0601EJ05,sialyl Lex(d18:1/24:0),Hex(4)-HexNAc(2)-Fuc-NeuAc-Cer 42:1;O2
45719,LMFA05000460,2-chlorohexadecanol,
45720,LMSP0601ET01,,Hex(3)-HexNAc-NeuAc(3)-Cer 34:1;O2
45721,LMSP0601FD04,,Hex(3)-HexNAc(2)-NeuAc-Cer 40:1;O2
45722,LMSP0601FD08,,Hex(3)-HexNAc(2)-NeuAc-Cer 44:2;O2
45723,LMSP0601FF04,,Hex(3)-HexNAc-NeuGc-Cer 40:1;O2
45724,LMSP0601GM03,,Hex(3)-HexNAc-NeuAc(2)-Cer 38:1;O2
45725,LMFA06000162,7Z-Dodecenal,FAL 12:1
45726,LMFA05000215,11-Octadecen-1-ol,FOH 18:1
45727,LMFA05000187,"9Z,11E-Tetradecadien-1-ol",FOH 14:2
45728,LMFA03110018,ent-8-F2c-IsoP,FA 20:3;O3
45729,LMFA03110036,ent-5-F2c-IsoP,FA 20:3;O3
45730,LMFA03110046,ent-12-F2t-IsoP,FA 20:3;O3
45731,LMFA07010254,"3,7,11-Trimethyl-2,6,10-dodecatrienyl acetate",SFE 17:3
45732,LMFA07010256,"7Z,9Z-Dodecadienyl acetate",SFE 14:2
45733,LMFA07010337,12Z-Pentadecenyl acetate,SFE 17:1
45734,LMFA07010368,9Z-Hexadecenyl acetate,SFE 18:1
45735,LMGL05010020,"DGDG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))",DGDG 36:8
45736,LMFA01020317,Mycocerosic acid (C33),FA 33:0
45737,LMFA01020323,Hydroxyphthioceranic acid (C36),FA 36:0;O
45738,LMGP02010531,"PE(16:1(9Z)/20:2(11Z,14Z))",PE 36:3
45739,LMGP01012120,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))",PC 42:11
45740,LMFA04010509,"10,17-diepi-17-J4-NeuroP",FA 22:7;O2
45741,LMGP01011889,"PC(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",PC 40:7
45742,LMFA03100024,15-iso-LGD2,FA 20:4;O3
45743,LMGP01011338,PC(13:0/12:0),PC 25:0
45744,LMST01080086,Chlorogenin,ST 28:1;O4
45745,LMGP03060030,"1-(2-methoxy-5Z,9Z-hexacosadienyl)-sn-glycero-3-phosphoserine",LPS O-27:2;O
45746,LMGP03060018,1-(2-methoxy-nonadecanyl)-sn-glycero-3-phosphoserine,LPS O-20:0;O
45747,LMGP02060033,1-(2-methoxy-19Z-hexacosenyl)-sn-glycero-3-phosphoethanolamine,LPE O-27:1;O
45748,LMFA01160047,2-docosyl-3-hydroxy-heptatriaconta-20Z-enoic acid,FA 59:1;O
45749,LMFA01160122,2-eicosyl-3-hydroxy-30-carboxy-triacontanoic acid,FA 51:1;O3
45750,LMFA01160107,"2-docosyl-3-hydroxy-32,33-epoxy-34-methyl-pentacontanoic acid",FA 73:1;O2
45751,LMGP01030083,PC(P-20:0/17:1(9Z)),PC O-37:2
45752,LMFA01160075,2-tetracosyl-3-hydroxy-32-oxo-33-methyl-henpentacontanoic acid,FA 76:1;O2
45753,LMFA01160065,2-tetracosyl-3-hydroxy-32-methoxy-33-methyl-nonatetracontanoic acid,FA 74:0;O2
45754,LMPR01070357,Fucoxanthinol 3-heptadecanoate 3'-myristate,
45755,LMGP02010643,"PE(18:1(9Z)/18:3(6Z,9Z,12Z))",PE 36:4
45756,LMPR01070370,Mactraxanthin 3-heptadecanoate 3'-heptadecanoate,
45757,LMPR01070319,"Fucoxanthinol 3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoate)",
45758,LMPR04000033,2R-methyl-diplopterol,
45759,LMGP02011158,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(11Z))",PE 44:7
45760,LMGP10010141,PA(15:0/17:1(9Z)),PA 32:1
45761,LMGP02011008,"PE(21:0/20:2(11Z,14Z))",PE 41:2
45762,LMSP05010082,GlcCer(t17:0(16Me)/23:0(2OH[R])),HexCer 41:0;O4
45763,LMGP10010231,"PA(17:0/18:2(9Z,12Z))",PA 35:2
45764,LMST02030234,beta-Allocortolone,ST 21:1;O5
45765,LMGP10010294,"PA(17:2(9Z,12Z)/20:0)",PA 37:2
45766,LMGP10010335,PA(18:1(9Z)/22:1(11Z)),PA 40:2
45767,LMGP10010432,"PA(18:4(6Z,9Z,12Z,15Z)/17:1(9Z))",PA 35:5
45768,LMGP10010450,"PA(18:4(6Z,9Z,12Z,15Z)/22:1(11Z))",PA 40:5
45769,LMGP10010503,PA(19:1(9Z)/21:0),PA 40:1
45770,LMGP10010575,"PA(20:2(11Z,14Z)/20:0)",PA 40:2
45771,LMGP10010322,PA(18:1(9Z)/14:1(9Z)),PA 32:2
45772,LMGP10010690,PA(21:0/19:1(9Z)),PA 40:1
45773,LMGP10010791,"PA(22:4(7Z,10Z,13Z,16Z)/15:1(9Z))",PA 37:5
45774,LMGP10020052,PA(O-20:0/18:0),PA O-38:0
45775,LMGP10010517,"PA(20:0/18:3(9Z,12Z,15Z))",PA 38:3
45776,LMGP10010777,"PA(22:2(13Z,16Z)/20:3(8Z,11Z,14Z))",PA 42:5
45777,LMGP10010892,PA(17:1(9Z)/17:1(9Z)),PA 34:2
45778,LMGP10010910,PA(16:0/17:0),PA 33:0
45779,LMGP10030046,PA(P-18:0/20:0),PA O-38:1
45780,LMGP10010805,"PA(22:4(7Z,10Z,13Z,16Z)/20:0)",PA 42:4
45781,LMGP06010043,"PI(13:0/17:2(9Z,12Z))",PI 30:2
45782,LMGP06010050,PI(13:0/19:1(9Z)),PI 32:1
45783,LMGP06010027,PI(12:0/20:1(11Z)),PI 32:1
45784,LMGP06010037,PI(13:0/14:0),PI 27:0
45785,LMGP06010076,"PI(14:0/22:4(7Z,10Z,13Z,16Z))",PI 36:4
45786,LMGP06010092,"PI(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))",PI 32:5
45787,LMGP06010151,"PI(15:1(9Z)/20:3(8Z,11Z,14Z))",PI 35:4
45788,LMGP06010152,"PI(15:1(9Z)/20:4(5Z,8Z,11Z,14Z))",PI 35:5
45789,LMGP06010229,"PI(17:1(9Z)/18:3(6Z,9Z,12Z))",PI 35:4
45790,LMGP06010249,"PI(17:2(9Z,12Z)/14:1(9Z))",PI 31:3
45791,LMGP06010254,"PI(17:2(9Z,12Z)/17:0)",PI 34:2
45792,LMGP06010325,"PI(18:2(9Z,12Z)/20:1(11Z))",PI 38:3
45793,LMGP06010515,PI(20:1(11Z)/20:0),PI 40:1
45794,LMGP06010501,PI(20:1(11Z)/15:1(9Z)),PI 35:2
45795,LMGP06010520,PI(20:1(11Z)/21:0),PI 41:1
45796,LMGP06010434,"PI(19:0/18:4(6Z,9Z,12Z,15Z))",PI 37:4
45797,LMGP06010463,"PI(19:1(9Z)/18:3(9Z,12Z,15Z))",PI 37:4
45798,LMGP06010539,"PI(20:2(11Z,14Z)/18:2(9Z,12Z))",PI 38:4
45799,LMGP06010557,"PI(20:3(8Z,11Z,14Z)/12:0)",PI 32:3
45800,LMGP06010564,"PI(20:3(8Z,11Z,14Z)/16:1(9Z))",PI 36:4
45801,LMGP06010635,"PI(20:5(5Z,8Z,11Z,14Z,17Z)/20:0)",PI 40:5
45802,LMGP06010692,"PI(22:0/22:2(13Z,16Z))",PI 44:2
45803,LMGP06010714,PI(22:1(11Z)/20:1(11Z)),PI 42:2
45804,LMGP06020005,PI(O-16:0/14:1(9Z)),PI O-30:1
45805,LMGP06020003,PI(O-16:0/13:0),PI O-29:0
45806,LMGP06020056,"PI(O-20:0/18:3(9Z,12Z,15Z))",PI O-38:3
45807,LMGP06020018,"PI(O-16:0/22:4(7Z,10Z,13Z,16Z))",PI O-38:4
45808,LMGP06030034,PI(P-18:0/15:1(9Z)),PI O-33:2
45809,LMGP06010894,"PI(14:0/20:5(5Z,8Z,11Z,14Z,17Z))",PI 34:5
45810,LMGP06020080,"PI(O-16:0/18:2(9Z,12Z))",PI O-34:2
45811,LMGP06030013,PI(P-16:0/18:0),PI O-34:1
45812,LMGP06030070,"PI(P-20:0/18:2(9Z,12Z))",PI O-38:3
45813,LMGP04010072,PG(13:0/16:0),PG 29:0
45814,LMGP04010049,PG(12:0/16:1(9Z)),PG 28:1
45815,LMGP04010172,PG(15:1(9Z)/18:0),PG 33:1
45816,LMGP04010202,PG(16:1(9Z)/13:0),PG 29:1
45817,LMGP04010159,"PG(15:0/22:4(7Z,10Z,13Z,16Z))",PG 37:4
45818,LMGP04010368,"PG(18:3(6Z,9Z,12Z)/14:0)",PG 32:3
45819,LMGP04010369,"PG(18:3(6Z,9Z,12Z)/14:1(9Z))",PG 32:4
45820,LMGP04010467,PG(19:0/19:1(9Z)),PG 38:1
45821,LMGP04010496,"PG(19:1(9Z)/18:4(6Z,9Z,12Z,15Z))",PG 37:5
45822,LMGP04010275,"PG(17:1(9Z)/22:2(13Z,16Z))",PG 39:3
45823,LMGP04010588,"PG(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PG 42:8
45824,LMGP04010673,"PG(20:5(5Z,8Z,11Z,14Z,17Z)/22:0)",PG 42:5
45825,LMGP04010671,"PG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",PG 40:10
45826,LMGP04010726,PG(22:1(11Z)/13:0),PG 35:1
45827,LMGP04010775,"PG(22:2(13Z,16Z)/20:0)",PG 42:2
45828,LMGP04010822,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:1(9Z))",PG 37:7
45829,LMGP04020041,PG(O-20:0/12:0),PG O-32:0
45830,LMGP04010865,PG(20:0/14:0),PG 34:0
45831,LMGP04010891,PG(17:1(9Z)/17:1(9Z)),PG 34:2
45832,LMGP04010943,PG(12:0/16:0),PG 28:0
45833,LMGP03010121,"PS(14:1(9Z)/18:2(9Z,12Z))",PS 32:3
45834,LMGP04010955,"PG(18:3(9Z,12Z,15Z)/16:0)",PG 34:3
45835,LMGP04020088,"PG(O-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PG O-38:6
45836,LMGP03010106,PS(14:0/22:1(11Z)),PS 36:1
45837,LMGP03010164,PS(15:1(9Z)/14:1(9Z)),PS 29:2
45838,LMGP03010214,PS(16:1(9Z)/19:0),PS 35:1
45839,LMGP03010189,"PS(15:1(9Z)/22:2(13Z,16Z))",PS 37:3
45840,LMGP03010262,"PS(17:1(9Z)/18:3(9Z,12Z,15Z))",PS 35:4
45841,LMGP03010598,"PS(20:3(8Z,11Z,14Z)/17:1(9Z))",PS 37:4
45842,LMGP03010604,"PS(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",PS 38:6
45843,LMGP03010572,"PS(20:2(11Z,14Z)/18:3(6Z,9Z,12Z))",PS 38:5
45844,LMGP03010751,PS(22:1(11Z)/22:0),PS 44:1
45845,LMGP03010829,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",PS 40:8
45846,LMGP03010780,"PS(22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))",PS 42:7
45847,LMGP03030078,"PS(P-20:0/20:3(8Z,11Z,14Z))",PS O-40:4
45848,LMGP03030041,"PS(P-18:0/18:3(6Z,9Z,12Z))",PS O-36:4
45849,LMSL03000030,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
45850,LMGP03010938,PS(12:0/22:0),PS 34:0
45851,LMSL03000057,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))",
45852,LMSL03000134,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",
45853,LMSL03000151,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S]))",
45854,LMSL03000191,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S]))",
45855,LMSL03000213,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))",
45856,LMSL03000254,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",
45857,LMSL03000265,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
